STATEFIPS,STATE,ZIPCODE,TotalReturns,AdjustGrossIncome,SalariesWages,NetIncome
17,IL,61011,1433,123218,83440,2383
17,IL,61012,971,43349,32729,741
17,IL,61014,568,27477,17835,263
17,IL,61015,488,25907,17674,406
17,IL,61016,2578,160986,118944,3919
17,IL,61018,529,25621,17602,400
17,IL,61019,1621,89381,53143,1258
17,IL,61020,1249,66077,55282,666
17,IL,61021,10501,508540,352316,10864
17,IL,61024,1233,65916,48444,1279
17,IL,61025,2363,128149,83986,4530
17,IL,61028,985,44933,27013,1168
17,IL,61030,1061,49407,32759,1411
17,IL,61031,740,35960,23623,643
17,IL,61032,14272,613134,421513,16777
17,IL,61036,3530,198029,108098,6234
17,IL,61038,611,33124,21830,840
17,IL,61039,353,17924,12975,226
17,IL,61041,679,28353,15311,373
17,IL,61042,240,12646,7595,162
17,IL,61044,120,5431,4014,-24
17,IL,61046,1442,78912,41142,2122
17,IL,61047,832,42335,28522,541
17,IL,61048,2138,104344,69110,2745
17,IL,61049,255,13642,9900,83
17,IL,61050,198,8003,6122,76
17,IL,61051,765,36647,24003,1043
17,IL,61052,549,32170,22393,611
17,IL,61053,1356,60189,36999,1327
17,IL,61054,1781,76568,49747,1707
17,IL,61060,731,31478,21677,764
17,IL,61061,3454,182926,120840,3938
17,IL,61062,893,44302,30777,1500
17,IL,61063,1949,102329,74674,1387
17,IL,61064,1857,85018,55474,1906
17,IL,61065,4702,272943,203970,3826
17,IL,61067,368,17571,10845,260
17,IL,61068,6784,306870,224346,7507
17,IL,61070,519,26861,19508,238
17,IL,61071,6654,277356,192289,3288
17,IL,61072,5253,330356,245052,4804
17,IL,61073,9560,659601,499613,14436
17,IL,61074,2166,79482,54520,1104
17,IL,61075,494,25131,14948,409
17,IL,61078,688,34017,20073,809
17,IL,61080,4850,252246,195710,4962
17,IL,61081,10415,489525,340065,10855
17,IL,61084,1550,95561,71409,1116
17,IL,61085,1680,76482,44694,2104
17,IL,61087,778,32462,24301,319
17,IL,61088,2877,180229,137776,3882
17,IL,61089,412,17740,12510,271
17,IL,61101,8844,285581,197212,11499
17,IL,61102,7902,269218,209043,9085
17,IL,61103,10607,438984,312760,15089
17,IL,61104,7327,188072,155137,8091
17,IL,61107,14866,952211,614403,29544
17,IL,61108,13682,601335,435564,14020
17,IL,61109,12525,513367,392149,10043
17,IL,61111,11280,545081,420749,10743
17,IL,61114,7789,572242,370319,24263
17,IL,61115,11031,478751,386876,7335
17,IL,61201,17259,771432,553572,17677
17,IL,61230,597,29869,21019,193
17,IL,61231,2526,128569,80919,2927
17,IL,61232,699,40208,29085,131
17,IL,61234,641,32247,22253,833
17,IL,61235,689,36888,25504,519
17,IL,61238,1422,69807,47552,1999
17,IL,61239,511,15579,12095,184
17,IL,61240,3042,213399,151101,4671
17,IL,61241,3439,164802,127338,3015
17,IL,61242,622,40739,26806,432
17,IL,61243,112,7654,3591,0.0001
17,IL,61244,11142,467289,335849,5766
17,IL,61250,1296,68281,48825,1340
17,IL,61251,182,10563,7763,2
17,IL,61252,2759,149606,103328,2791
17,IL,61254,5757,400895,250554,9548
17,IL,61256,907,57001,39151,896
17,IL,61257,575,28096,20321,217
17,IL,61259,627,38972,26319,353
17,IL,61260,409,19400,12177,144
17,IL,61261,453,18649,12000,222
17,IL,61262,368,21778,13801,229
17,IL,61264,5201,262444,191117,4206
17,IL,61265,22935,1163314,846996,27448
17,IL,61270,3647,183907,123692,3911
17,IL,61272,677,32507,19799,393
17,IL,61273,1664,93243,68659,1563
17,IL,61274,176,8193,5473,213
17,IL,61275,2022,138491,101770,1965
17,IL,61277,1557,75687,46381,1245
17,IL,61279,518,30802,19648,569
17,IL,61281,1247,78771,56919,1059
17,IL,61282,3874,164393,122528,2105
17,IL,61283,731,33474,19763,1507
17,IL,61284,1196,83815,56002,1242
17,IL,61285,825,38946,25526,1002
17,IL,61301,5006,229262,164738,6657
17,IL,61310,1941,86859,61819,1513
17,IL,61311,118,6116,3495,0.0001
17,IL,61312,233,12818,6949,109
17,IL,61313,122,6765,4467,0.0001
17,IL,61314,394,18009,12410,97
17,IL,61318,332,16422,10241,305
17,IL,61319,594,32045,20783,272
17,IL,61320,340,16555,12413,18
17,IL,61321,149,6742,4601,66
17,IL,61325,463,26615,17068,454
17,IL,61326,1194,61886,41958,1432
17,IL,61327,592,34256,22317,372
17,IL,61329,668,31044,24319,541
17,IL,61330,715,38842,22446,583
17,IL,61333,170,10055,6041,17
17,IL,61334,368,18472,11786,190
17,IL,61335,276,16317,8387,52
17,IL,61336,272,14479,9422,239
17,IL,61337,223,9316,7153,177
17,IL,61341,3793,211863,141495,2373
17,IL,61342,4307,199044,134794,7022
17,IL,61344,173,6299,4491,0.0001
17,IL,61345,400,18309,11110,421
17,IL,61348,2388,114259,83225,2789
17,IL,61349,517,26784,15441,368
17,IL,61350,11911,614528,437626,15292
17,IL,61353,631,29465,20635,552
17,IL,61354,5491,281419,190597,8819
17,IL,61356,5459,270177,178975,9252
17,IL,61358,220,9834,6797,14
17,IL,61360,1649,86103,63990,1115
17,IL,61361,668,29990,18834,896
17,IL,61362,2932,129421,96497,3485
17,IL,61364,9195,393902,283030,10640
17,IL,61367,413,20683,11057,272
17,IL,61368,660,28731,18052,315
17,IL,61369,789,38881,24467,412
17,IL,61370,694,36672,25035,514
17,IL,61373,1033,59665,42261,942
17,IL,61375,537,28223,16651,380
17,IL,61376,983,50220,32181,1167
17,IL,61377,630,31527,22426,483
17,IL,61378,243,15018,7998,238
17,IL,61379,633,28332,19503,651
17,IL,61401,14650,647951,426416,19092
17,IL,61410,1763,66488,50579,1118
17,IL,61411,189,8009,5391,161
17,IL,61412,685,36472,21275,521
17,IL,61413,546,28310,18128,398
17,IL,61414,425,19660,11747,501
17,IL,61415,804,38108,24370,914
17,IL,61417,134,6519,3737,0.0001
17,IL,61418,319,14074,9629,84
17,IL,61420,501,23416,14495,682
17,IL,61421,631,31841,17763,523
17,IL,61422,1538,61077,41979,1224
17,IL,61423,316,16094,9938,193
17,IL,61425,247,9795,6782,22
17,IL,61427,1030,47940,32622,1214
17,IL,61428,515,35598,22378,991
17,IL,61430,385,20826,13158,1011
17,IL,61431,150,6347,4415,-18
17,IL,61432,329,15607,11351,49
17,IL,61434,1536,66773,45507,1737
17,IL,61436,417,21152,13867,300
17,IL,61437,412,20385,13301,16
17,IL,61438,372,18912,12234,135
17,IL,61440,375,15121,10348,343
17,IL,61441,434,18364,11678,305
17,IL,61442,318,11217,8429,-14
17,IL,61443,6260,235360,173730,5477
17,IL,61447,452,21065,13390,1543
17,IL,61448,1815,90808,64553,1953
17,IL,61449,208,9519,5820,167
17,IL,61450,780,34153,22696,830
17,IL,61451,177,8693,6092,20
17,IL,61452,132,5563,4123,0.0001
17,IL,61453,322,13731,8449,134
17,IL,61454,314,12641,8316,83
17,IL,61455,7549,353241,231737,8208
17,IL,61458,406,18516,10890,264
17,IL,61459,182,8321,4376,174
17,IL,61460,141,6243,4474,50
17,IL,61462,5237,223262,153262,6927
17,IL,61465,603,28243,19235,279
17,IL,61466,157,7025,4895,0.0001
17,IL,61467,532,27160,17149,940
17,IL,61469,988,38413,26928,682
17,IL,61470,230,9082,6346,0.0001
17,IL,61472,308,16191,11061,88
17,IL,61473,798,38351,20896,1505
17,IL,61474,145,5465,3992,0.0001
17,IL,61475,109,5532,2535,48
17,IL,61476,196,10107,6105,12
17,IL,61477,290,13078,8609,152
17,IL,61478,139,7351,3848,389
17,IL,61480,592,26897,17983,561
17,IL,61482,302,15045,10103,96
17,IL,61483,882,47743,27393,845
17,IL,61484,417,17256,11542,309
17,IL,61485,267,13532,8311,121
17,IL,61486,718,32848,24266,457
17,IL,61488,538,24233,17301,383
17,IL,61489,454,22270,14703,317
17,IL,61490,540,26833,17582,384
17,IL,61491,982,52474,32002,1443
17,IL,61501,853,35782,24856,693
17,IL,61516,329,17051,11544,136
17,IL,61517,1624,141406,88442,3191
17,IL,61520,7237,315097,222315,7358
17,IL,61523,5537,306472,223847,4463
17,IL,61525,4272,559959,427771,9948
17,IL,61526,535,42473,28236,490
17,IL,61528,1292,141061,112235,2147
17,IL,61529,1350,76123,50852,1594
17,IL,61530,2900,177847,111959,3973
17,IL,61531,1558,69955,52406,959
17,IL,61532,220,9274,5703,9
17,IL,61533,1182,59490,44467,1207
17,IL,61534,840,47428,31066,352
17,IL,61535,835,67979,47917,1093
17,IL,61536,1524,94501,67720,1317
17,IL,61537,1321,68156,41061,1241
17,IL,61540,1430,67001,45641,1392
17,IL,61542,1713,77244,52965,1960
17,IL,61544,375,15716,9148,126
17,IL,61545,332,17114,10812,475
17,IL,61546,2015,101192,68655,1065
17,IL,61547,1796,126348,93770,1456
17,IL,61548,5690,449654,333721,10662
17,IL,61550,8944,714736,475383,13770
17,IL,61554,20211,936437,680476,16050
17,IL,61559,1594,104264,69504,2349
17,IL,61560,320,15152,7558,360
17,IL,61561,1323,86206,47965,2386
17,IL,61565,716,41558,26767,400
17,IL,61567,292,12048,8479,32
17,IL,61568,2129,161032,98086,2944
17,IL,61569,583,35838,23520,240
17,IL,61570,855,41906,29155,868
17,IL,61571,11628,744922,561416,16259
17,IL,61572,508,25536,16796,259
17,IL,61602,510,63583,31278,491
17,IL,61603,7625,220224,178880,4685
17,IL,61604,14895,563755,425481,12238
17,IL,61605,6256,134220,107047,4154
17,IL,61606,2455,105162,75182,2607
17,IL,61607,5650,278327,202820,4393
17,IL,61610,2681,92940,73046,1169
17,IL,61611,12634,680586,491524,15095
17,IL,61614,14972,1051457,683680,25171
17,IL,61615,11810,1081217,787815,26046
17,IL,61616,3275,157129,109182,3364
17,IL,61701,17349,787094,581278,23522
17,IL,61704,18086,1434907,1117090,34030
17,IL,61705,5957,510701,394114,10605
17,IL,61720,122,6324,3669,108
17,IL,61721,282,14252,9434,248
17,IL,61722,243,13949,8677,102
17,IL,61723,1150,59912,42221,1179
17,IL,61724,239,11891,7699,144
17,IL,61725,769,48034,33572,1051
17,IL,61726,1302,66003,40985,1688
17,IL,61727,4635,245217,171663,7021
17,IL,61728,681,37242,24990,1091
17,IL,61729,519,40268,24910,757
17,IL,61730,189,9257,6608,73
17,IL,61731,117,6964,3385,11
17,IL,61732,1058,65825,46632,752
17,IL,61733,574,32896,24402,308
17,IL,61734,1341,70688,45809,1573
17,IL,61735,174,9250,6619,41
17,IL,61736,863,62067,48214,1258
17,IL,61737,271,16164,10061,334
17,IL,61738,1990,131359,80458,3878
17,IL,61739,2399,137690,80522,4363
17,IL,61740,761,41813,24814,497
17,IL,61741,826,44939,25066,1277
17,IL,61742,533,39783,27792,819
17,IL,61743,122,6514,4502,38
17,IL,61744,946,57532,36880,1183
17,IL,61745,2029,125286,97145,2194
17,IL,61747,703,40589,27906,776
17,IL,61748,1393,123580,76274,3943
17,IL,61749,279,12435,7850,247
17,IL,61752,2059,118202,85607,2470
17,IL,61753,1488,88861,58746,2518
17,IL,61754,635,34320,22485,1074
17,IL,61755,2049,126813,93833,2668
17,IL,61756,1044,57395,40754,762
17,IL,61759,761,42925,29453,716
17,IL,61760,1210,60290,41051,1398
17,IL,61761,18944,1058681,811637,23791
17,IL,61764,6142,314928,198896,8570
17,IL,61769,302,13606,8870,175
17,IL,61770,548,25809,17589,379
17,IL,61771,437,25014,18817,370
17,IL,61772,207,11647,7222,99
17,IL,61773,218,9436,5983,136
17,IL,61774,483,26032,18154,740
17,IL,61775,148,7691,4862,158
17,IL,61776,686,51062,33029,1038
17,IL,61777,436,25062,17420,310
17,IL,61778,315,13951,10043,127
17,IL,61801,9552,413317,286482,13088
17,IL,61802,9445,439494,297708,10826
17,IL,61810,166,8403,4680,61
17,IL,61811,325,14013,10094,188
17,IL,61812,197,7953,5395,251
17,IL,61813,880,40358,27172,391
17,IL,61814,573,30534,20780,387
17,IL,61816,245,13153,7623,30
17,IL,61817,1167,60873,42110,1526
17,IL,61818,780,37305,27333,405
17,IL,61820,10087,377143,275679,10420
17,IL,61821,14824,801834,508840,26887
17,IL,61822,10658,901011,639863,35945
17,IL,61830,243,13388,8699,129
17,IL,61832,15110,586053,409570,19400
17,IL,61833,991,32300,24895,341
17,IL,61834,3319,193640,128389,5255
17,IL,61839,279,13889,9104,119
17,IL,61840,337,24181,16469,288
17,IL,61841,640,35587,21965,383
17,IL,61842,1426,75469,49616,1895
17,IL,61843,1126,55875,41061,1245
17,IL,61844,506,28170,18722,1438
17,IL,61845,198,10627,5232,558
17,IL,61846,2168,87273,64012,1562
17,IL,61847,605,32807,21305,535
17,IL,61849,929,51860,32653,1516
17,IL,61850,270,11419,8168,103
17,IL,61851,229,11460,7537,49
17,IL,61852,110,4859,3154,0.0001
17,IL,61853,6054,425592,312666,15739
17,IL,61854,754,38957,26587,702
17,IL,61856,3746,248896,171897,6437
17,IL,61858,1540,73813,53592,1097
17,IL,61859,589,34237,23700,415
17,IL,61862,255,13270,8724,214
17,IL,61863,414,23780,15728,239
17,IL,61864,854,54305,35783,1330
17,IL,61865,647,29706,19327,698
17,IL,61866,6865,247263,177758,4536
17,IL,61870,580,24180,16256,531
17,IL,61872,379,18982,12118,260
17,IL,61873,2929,174672,129906,4784
17,IL,61874,3304,204853,145990,4855
17,IL,61875,357,24959,14025,319
17,IL,61876,347,17511,10386,188
17,IL,61877,790,44013,29743,765
17,IL,61878,759,33883,22784,466
17,IL,61880,2041,111373,79642,3124
17,IL,61882,324,16950,12510,285
17,IL,61883,2143,83344,63379,1284
17,IL,61884,596,42073,27353,767
17,IL,61910,2014,93296,61939,4106
17,IL,61911,2057,113601,59771,9240
17,IL,61912,630,28585,19501,254
17,IL,61913,833,35729,25034,772
17,IL,61914,903,43754,30547,715
17,IL,61917,267,12327,6262,165
17,IL,61919,381,21453,13844,428
17,IL,61920,8260,405004,268819,14800
17,IL,61924,996,50689,31881,382
17,IL,61925,454,28503,20302,168
17,IL,61928,350,15339,9891,78
17,IL,61929,374,16606,10884,315
17,IL,61930,238,10896,6719,149
17,IL,61931,534,24363,15377,677
17,IL,61932,224,9758,5910,90
17,IL,61933,501,23106,13800,617
17,IL,61937,912,43469,29591,1085
17,IL,61938,10298,495090,305232,13449
17,IL,61940,109,4197,2621,42
17,IL,61942,537,27551,16181,1052
17,IL,61943,764,33990,21953,391
17,IL,61944,5729,256793,175915,6071
17,IL,61951,3679,202296,123539,6116
17,IL,61953,3030,149749,100230,5393
17,IL,61956,1391,59807,42481,1133
17,IL,61957,863,38448,24695,777
17,IL,62001,853,50401,35550,603
17,IL,62002,14847,647386,471884,15383
17,IL,62006,262,12762,9864,58
17,IL,62009,775,30932,22260,92
17,IL,62010,5335,279801,209464,5643
17,IL,62012,3169,170467,128312,3051
17,IL,62013,254,11621,7894,44
17,IL,62014,1818,88074,64848,1553
17,IL,62015,251,12468,7373,172
17,IL,62016,1784,82865,55738,2492
17,IL,62017,506,22094,14994,305
17,IL,62018,1513,49307,38958,994
17,IL,62019,229,9786,6405,0.0001
17,IL,62021,478,28851,21530,463
17,IL,62022,589,30741,21895,618
17,IL,62024,4482,193446,142667,3825
17,IL,62025,14586,1114188,772503,35567
17,IL,62027,236,9348,6267,99
17,IL,62028,495,23994,17119,251
17,IL,62031,455,19433,13716,247
17,IL,62032,375,17468,11253,296
17,IL,62033,2147,95448,68874,1278
17,IL,62034,6478,483394,342245,12446
17,IL,62035,7751,464736,305617,11031
17,IL,62036,329,16738,10712,204
17,IL,62037,913,53627,37496,1632
17,IL,62040,20035,819507,636794,13937
17,IL,62044,873,43524,27949,548
17,IL,62045,218,9178,6454,242
17,IL,62047,693,32842,25388,751
17,IL,62048,681,25207,19356,405
17,IL,62049,2980,148525,99793,3505
17,IL,62050,196,7094,5120,170
17,IL,62051,414,17163,12238,73
17,IL,62052,5730,277476,197675,5650
17,IL,62053,307,12775,8509,130
17,IL,62054,339,14440,10025,226
17,IL,62056,4129,188897,127029,5491
17,IL,62060,1761,48392,38335,852
17,IL,62061,812,47944,34836,518
17,IL,62062,3901,294455,223230,5077
17,IL,62063,532,25002,18101,307
17,IL,62067,1201,70690,51719,643
17,IL,62069,1503,67704,49642,896
17,IL,62074,511,25038,17419,127
17,IL,62075,1496,70334,43359,2926
17,IL,62079,133,7258,5030,21
17,IL,62080,1060,41997,29308,1456
17,IL,62081,154,5970,4219,38
17,IL,62082,1224,47640,32866,1534
17,IL,62083,117,5464,3188,0.0001
17,IL,62084,724,30208,23674,202
17,IL,62086,600,24560,18304,239
17,IL,62087,866,28065,22755,273
17,IL,62088,3171,166703,122581,3512
17,IL,62090,470,11876,9707,385
17,IL,62091,158,7759,4936,44
17,IL,62092,1166,48928,31715,1235
17,IL,62094,493,21101,14154,403
17,IL,62095,5166,213332,158830,3619
17,IL,62097,1335,81219,61784,1445
17,IL,62201,2314,51555,41754,3054
17,IL,62203,3136,90995,63372,2192
17,IL,62204,2654,55659,42151,3836
17,IL,62205,3626,91229,66470,3523
17,IL,62206,6323,173612,140745,5907
17,IL,62207,3156,73658,57310,3182
17,IL,62208,8778,449998,338849,8610
17,IL,62214,566,32279,21671,774
17,IL,62215,900,50696,42209,243
17,IL,62216,1240,79597,63566,1987
17,IL,62217,377,16316,11771,248
17,IL,62218,746,43527,34804,882
17,IL,62220,9171,456689,340820,11606
17,IL,62221,13017,760162,563262,14626
17,IL,62223,8868,537299,354969,15369
17,IL,62225,1891,89465,86057,194
17,IL,62226,14486,776855,566681,18739
17,IL,62230,3217,181329,134139,4235
17,IL,62231,3576,175981,118938,6066
17,IL,62232,3244,163470,119220,6080
17,IL,62233,2902,141010,92878,3919
17,IL,62234,16155,796534,605106,17727
17,IL,62236,6363,478075,348249,9639
17,IL,62237,1198,53068,36775,583
17,IL,62238,293,10206,7989,169
17,IL,62239,2339,94214,76379,1186
17,IL,62240,815,32695,25198,458
17,IL,62241,531,25673,18534,65
17,IL,62242,672,31679,22520,261
17,IL,62243,2861,176351,128196,5502
17,IL,62244,471,27865,21559,69
17,IL,62245,895,50151,37568,1107
17,IL,62246,3824,187567,123535,5119
17,IL,62249,7688,472222,335984,12609
17,IL,62250,241,11308,7965,204
17,IL,62253,314,11997,7676,272
17,IL,62254,2543,143960,102825,3021
17,IL,62255,499,21156,15535,261
17,IL,62257,1355,67650,45240,1039
17,IL,62258,4478,267771,193203,3421
17,IL,62260,3677,238010,178795,4475
17,IL,62262,815,31984,22686,341
17,IL,62263,2648,144841,95219,3244
17,IL,62264,1580,85668,61248,1448
17,IL,62265,2032,111489,82611,2393
17,IL,62268,376,18693,12659,213
17,IL,62269,15417,1074454,805994,26590
17,IL,62271,1077,60671,40219,1232
17,IL,62272,719,27088,19692,371
17,IL,62274,2837,128686,92351,2600
17,IL,62275,1642,78657,60736,1159
17,IL,62277,611,27082,19566,196
17,IL,62278,3248,178918,122281,6542
17,IL,62280,171,8784,6539,37
17,IL,62281,1112,76993,59593,1248
17,IL,62284,264,12134,7206,233
17,IL,62285,2102,151148,111204,2358
17,IL,62286,2712,115971,84760,2769
17,IL,62288,1389,65433,47302,1549
17,IL,62293,2335,142296,94575,2350
17,IL,62294,6684,422206,332994,9172
17,IL,62295,674,37936,30746,575
17,IL,62297,174,8296,6120,30
17,IL,62298,8191,532110,391754,8130
17,IL,62301,15349,627971,443289,16010
17,IL,62305,9227,579318,398462,21136
17,IL,62311,401,17330,11071,221
17,IL,62312,911,38064,24494,1304
17,IL,62313,180,8852,5744,69
17,IL,62314,272,10036,7985,145
17,IL,62316,285,11810,8322,156
17,IL,62320,1016,45204,33544,1315
17,IL,62321,1955,94823,57938,2778
17,IL,62323,125,5628,3630,58
17,IL,62324,580,21549,15709,603
17,IL,62325,176,7645,5882,56
17,IL,62326,1157,47705,33672,1011
17,IL,62330,820,36005,23866,643
17,IL,62338,715,36627,27764,685
17,IL,62339,405,17020,11718,451
17,IL,62340,750,29679,20971,677
17,IL,62341,1673,77591,52954,3007
17,IL,62343,339,15175,10099,366
17,IL,62345,143,6702,5136,41
17,IL,62346,117,4479,2703,0.0001
17,IL,62347,1083,51206,38600,1895
17,IL,62349,302,13106,9075,238
17,IL,62351,867,40672,28894,1278
17,IL,62353,1689,78258,55067,2243
17,IL,62354,725,42155,19607,773
17,IL,62355,312,12212,8004,232
17,IL,62356,246,11459,7012,43
17,IL,62357,105,3874,2600,0.0001
17,IL,62358,321,15049,9540,278
17,IL,62360,790,37386,25249,942
17,IL,62361,224,7805,4667,217
17,IL,62363,2636,123155,80851,4209
17,IL,62365,278,11308,8824,122
17,IL,62366,596,23975,16900,501
17,IL,62367,532,18759,12522,448
17,IL,62370,198,7988,5036,8
17,IL,62373,171,7095,4833,11
17,IL,62374,182,6916,4687,57
17,IL,62375,185,8726,5748,128
17,IL,62376,561,29296,19183,512
17,IL,62378,463,18124,13775,235
17,IL,62379,1005,42106,29743,929
17,IL,62380,157,6131,4108,0.0001
17,IL,62401,9698,535014,350160,17268
17,IL,62410,444,20680,14782,187
17,IL,62411,2108,92071,64221,2357
17,IL,62413,204,9872,6552,174
17,IL,62414,876,34929,23684,1461
17,IL,62417,1332,54281,39929,1488
17,IL,62418,960,39539,26451,555
17,IL,62419,187,7360,5254,191
17,IL,62420,2116,96691,61736,4314
17,IL,62421,361,16975,10421,727
17,IL,62422,520,20671,14691,202
17,IL,62423,315,18028,11976,260
17,IL,62424,1064,51223,35006,946
17,IL,62425,288,11975,8453,201
17,IL,62426,472,17477,14002,249
17,IL,62427,775,35839,24441,1179
17,IL,62428,1481,60151,41610,1195
17,IL,62431,523,21186,15426,237
17,IL,62432,279,12517,7173,183
17,IL,62433,463,23638,14615,153
17,IL,62434,182,7694,4714,114
17,IL,62436,302,12212,9293,87
17,IL,62438,164,7288,5031,28
17,IL,62439,3447,164141,104591,4140
17,IL,62440,597,30485,21851,314
17,IL,62441,3420,162769,112223,4687
17,IL,62442,1128,48383,31006,1807
17,IL,62443,757,30757,22794,696
17,IL,62444,180,6893,4531,108
17,IL,62445,421,19614,13253,511
17,IL,62446,199,8006,4611,223
17,IL,62447,1488,70423,45716,1525
17,IL,62448,2775,135655,86786,4205
17,IL,62449,1474,70232,43849,2035
17,IL,62450,5503,244315,160866,11627
17,IL,62451,1002,43651,30471,546
17,IL,62452,199,7868,5291,36
17,IL,62454,4897,254539,170424,7153
17,IL,62458,1063,43320,27805,980
17,IL,62460,504,23586,15118,485
17,IL,62461,427,20525,12734,527
17,IL,62462,584,27377,16280,713
17,IL,62463,593,24267,16854,552
17,IL,62465,423,20842,12043,159
17,IL,62466,1071,47234,31520,1358
17,IL,62467,1951,120897,77140,3434
17,IL,62468,1158,51261,35505,972
17,IL,62469,203,8845,6195,142
17,IL,62471,4014,172928,117170,4733
17,IL,62473,655,28303,20184,567
17,IL,62474,359,15429,9550,253
17,IL,62475,173,7235,3868,12
17,IL,62476,736,32112,21102,789
17,IL,62477,432,20183,11763,262
17,IL,62478,191,8893,5650,96
17,IL,62479,416,18932,12383,238
17,IL,62480,326,12457,8162,284
17,IL,62481,179,8105,5092,31
17,IL,62501,1252,75468,53551,1237
17,IL,62510,802,38609,23284,929
17,IL,62512,231,11499,7670,112
17,IL,62513,831,40872,29285,1374
17,IL,62515,431,25907,16001,417
17,IL,62518,209,10373,7041,132
17,IL,62520,762,42392,30778,701
17,IL,62521,17030,956485,643861,26404
17,IL,62522,6651,283986,203530,7813
17,IL,62523,171,6858,2135,734
17,IL,62526,15533,654989,478735,16712
17,IL,62530,781,39994,28490,357
17,IL,62531,879,47267,30182,605
17,IL,62533,494,26575,16826,143
17,IL,62534,538,24523,15498,435
17,IL,62535,1651,221771,170976,7677
17,IL,62536,474,32917,24184,306
17,IL,62538,153,7446,3895,35
17,IL,62539,627,33784,22223,473
17,IL,62543,287,12896,9315,179
17,IL,62544,892,47232,34526,600
17,IL,62545,630,31865,23706,494
17,IL,62546,758,39623,23955,1032
17,IL,62547,376,20230,12646,347
17,IL,62548,1079,60058,36583,872
17,IL,62549,2866,198838,146036,6013
17,IL,62550,1356,79008,49643,1586
17,IL,62551,402,18103,13088,201
17,IL,62553,213,9569,6134,316
17,IL,62554,756,44513,33394,564
17,IL,62555,244,12230,7701,81
17,IL,62556,180,8065,5107,155
17,IL,62557,3287,142877,95057,5593
17,IL,62558,1708,96411,69733,2670
17,IL,62560,698,37831,21545,812
17,IL,62561,2567,125760,93465,1968
17,IL,62563,2869,227354,150903,5169
17,IL,62565,3566,164792,108811,4173
17,IL,62567,561,26738,17685,406
17,IL,62568,7210,368974,236269,10413
17,IL,62571,638,25806,18044,414
17,IL,62572,256,12496,8346,68
17,IL,62573,717,37032,25995,703
17,IL,62601,231,13620,8025,125
17,IL,62611,496,32821,18127,669
17,IL,62612,917,48600,31968,668
17,IL,62613,1823,103073,75719,2393
17,IL,62615,2682,136778,104623,3105
17,IL,62617,324,12849,7617,81
17,IL,62618,3602,134494,105738,1622
17,IL,62621,545,28777,18063,1471
17,IL,62624,252,10617,7432,55
17,IL,62625,463,30231,20498,256
17,IL,62626,3713,193143,121230,4466
17,IL,62627,448,19509,13753,288
17,IL,62628,428,21929,13293,249
17,IL,62629,6469,441871,327517,11307
17,IL,62630,239,10890,7554,57
17,IL,62631,143,8061,5590,61
17,IL,62633,328,21331,10486,246
17,IL,62634,419,24192,15753,584
17,IL,62635,370,19445,10994,437
17,IL,62638,665,36591,23266,795
17,IL,62639,141,6557,4536,0.0001
17,IL,62640,1668,84196,56181,1539
17,IL,62642,698,33276,23043,751
17,IL,62643,263,11409,8418,62
17,IL,62644,2295,107889,69906,2558
17,IL,62649,238,10321,7517,196
17,IL,62650,11356,555047,356971,19280
17,IL,62655,255,10041,6085,139
17,IL,62656,7814,368016,245268,9796
17,IL,62661,629,32848,22528,318
17,IL,62664,1430,67135,42061,1893
17,IL,62665,674,26041,17711,157
17,IL,62666,295,15378,10617,110
17,IL,62667,214,13566,7030,204
17,IL,62668,692,32679,21416,735
17,IL,62670,1554,100630,67196,2747
17,IL,62671,269,13381,8265,160
17,IL,62673,273,10838,8063,83
17,IL,62674,597,24737,15498,458
17,IL,62675,2991,178188,116078,5321
17,IL,62677,1269,89636,54967,2398
17,IL,62681,2477,112273,77253,3774
17,IL,62682,407,18807,12425,50
17,IL,62684,2498,181532,128652,3671
17,IL,62685,892,43805,29845,664
17,IL,62688,377,18248,11758,355
17,IL,62690,1901,84596,59895,1293
17,IL,62691,1167,60709,39076,1042
17,IL,62692,995,46351,29896,588
17,IL,62693,846,54533,38428,1259
17,IL,62694,1442,71626,46105,2375
17,IL,62701,357,17613,13411,156
17,IL,62702,17736,671514,481866,15006
17,IL,62703,13984,471564,349034,11885
17,IL,62704,21260,1323684,824799,42005
17,IL,62707,3911,223427,152137,6735
17,IL,62711,8413,851494,534647,28203
17,IL,62712,5145,457640,291817,12004
17,IL,62801,9273,373956,262062,12201
17,IL,62803,511,28192,16264,324
17,IL,62806,1601,73742,48349,2723
17,IL,62807,376,14678,10115,641
17,IL,62808,719,30751,22169,364
17,IL,62810,474,19497,12332,845
17,IL,62812,4782,215706,150805,10709
17,IL,62814,934,37532,28144,1053
17,IL,62815,152,6372,4137,60
17,IL,62816,540,21087,15548,373
17,IL,62817,247,10028,5940,147
17,IL,62818,160,7263,5495,18
17,IL,62819,210,6958,5114,90
17,IL,62821,3365,173468,106061,8140
17,IL,62822,1244,46408,31653,709
17,IL,62823,741,30992,21412,692
17,IL,62824,807,32406,19960,1546
17,IL,62827,534,24699,17259,691
17,IL,62828,663,36408,21016,241
17,IL,62830,610,26676,19296,558
17,IL,62831,287,12317,9191,124
17,IL,62832,4094,171157,126191,5565
17,IL,62833,188,9119,5804,281
17,IL,62835,506,25072,14143,863
17,IL,62836,312,14289,9750,278
17,IL,62837,4078,180916,120155,11158
17,IL,62838,735,31907,20546,351
