STATEFIPS,STATE,ZIPCODE,TotalReturns,AdjustGrossIncome,SalariesWages,NetIncome
27,MN,55321,2265,104856,77422,4913
27,MN,55322,1517,96985,75665,3546
27,MN,55324,603,34884,23154,632
27,MN,55325,1971,104748,72970,3604
27,MN,55327,1813,135427,93716,3414
27,MN,55328,3906,269194,204763,8941
27,MN,55329,961,37914,29020,1073
27,MN,55330,17433,1069834,856727,23709
27,MN,55331,8683,1436374,909915,51825
27,MN,55332,917,44822,25977,1178
27,MN,55333,353,17106,9445,350
27,MN,55334,1423,60352,41149,1182
27,MN,55335,748,33318,19731,924
27,MN,55336,3868,186418,136188,4237
27,MN,55337,23100,1290133,995996,30556
27,MN,55338,591,27987,20567,927
27,MN,55339,501,25773,20188,532
27,MN,55340,2990,509884,353101,11072
27,MN,55341,1192,94884,77911,1710
27,MN,55342,959,56903,29262,864
27,MN,55343,13622,857697,622771,23765
27,MN,55344,7837,564426,409412,15885
27,MN,55345,10959,1017940,733666,36407
27,MN,55346,8478,769402,603098,25546
27,MN,55347,14592,2204789,1568258,55379
27,MN,55349,1861,91439,67411,2406
27,MN,55350,8776,447286,319420,13136
27,MN,55352,4159,284800,210522,7130
27,MN,55353,1471,70364,52688,1028
27,MN,55354,1252,64475,49647,1797
27,MN,55355,4469,216296,153027,7814
27,MN,55356,2534,543217,321410,21079
27,MN,55357,1584,145859,100192,5061
27,MN,55358,2393,136273,99608,3049
27,MN,55359,3024,358860,223261,9311
27,MN,55360,1196,79967,62725,2343
27,MN,55362,8495,471582,374498,10153
27,MN,55363,2071,105319,90244,2428
27,MN,55364,7263,776088,492838,21489
27,MN,55367,472,23831,18024,660
27,MN,55368,1179,55367,41298,1466
27,MN,55369,17522,1165183,924022,23826
27,MN,55370,359,19755,13959,408
27,MN,55371,7439,363436,285216,8636
27,MN,55372,14768,1483852,987453,43391
27,MN,55373,2651,158361,131913,3621
27,MN,55374,6209,499739,392247,13107
27,MN,55375,1733,135760,114749,3642
27,MN,55376,7164,523675,430570,10440
27,MN,55378,12682,961068,809803,23374
27,MN,55379,19718,1344758,1050989,29664
27,MN,55381,964,44394,34047,1278
27,MN,55382,1728,98898,73492,2294
27,MN,55384,991,62519,43816,1528
27,MN,55385,642,31164,20032,1400
27,MN,55386,2839,344788,273373,10731
27,MN,55387,5589,436387,346409,13711
27,MN,55388,2467,142970,111191,5734
27,MN,55389,1215,56882,41533,1023
27,MN,55390,1209,64819,50249,1335
27,MN,55391,7453,2270019,972114,40161
27,MN,55395,1417,70460,50224,2331
27,MN,55396,1026,48423,31046,762
27,MN,55397,1259,67549,53387,1383
27,MN,55398,6892,403338,325393,9544
27,MN,55401,5148,563967,399533,20754
27,MN,55402,800,246741,49085,9889
27,MN,55403,8926,686184,476542,22036
27,MN,55404,11268,362828,310109,15112
27,MN,55405,8158,642749,456172,26133
27,MN,55406,17993,902912,724275,37511
27,MN,55407,18499,720905,612986,30667
27,MN,55408,16990,779957,632532,32227
27,MN,55409,6219,371230,278619,15750
27,MN,55410,10291,1081165,783000,48358
27,MN,55411,11261,314322,262939,13417
27,MN,55412,10326,363150,309799,12297
27,MN,55413,6515,310876,252263,11037
27,MN,55414,8273,382076,271378,14940
27,MN,55415,1132,134530,82937,1652
27,MN,55416,17041,1529973,1119588,52991
27,MN,55417,13213,844498,672606,28170
27,MN,55418,16282,809096,639633,23792
27,MN,55419,13551,1274962,950752,55390
27,MN,55420,11778,514154,388656,11543
27,MN,55421,13898,588033,455485,14333
27,MN,55422,15238,954094,701080,28777
27,MN,55423,19038,874575,688679,22940
27,MN,55424,4504,1149321,788183,36906
27,MN,55425,4701,207053,157015,3899
27,MN,55426,13730,826492,646954,22322
27,MN,55427,12432,719356,553830,17933
27,MN,55428,14693,623768,506178,11084
27,MN,55429,13189,481465,393917,9610
27,MN,55430,10580,381204,316744,7911
27,MN,55431,10095,647487,415468,16272
27,MN,55432,15296,722732,544025,14731
27,MN,55433,16832,807597,645670,13566
27,MN,55434,14649,717716,594558,12463
27,MN,55435,6563,512156,334745,14042
27,MN,55436,6830,1197270,643774,37280
27,MN,55437,9717,831529,479225,23342
27,MN,55438,9281,860688,566069,23419
27,MN,55439,4475,734067,433751,22064
27,MN,55441,9437,776279,537285,25422
27,MN,55442,7000,628483,474300,20428
27,MN,55443,16188,959885,788200,18932
27,MN,55444,8082,391850,327256,7223
27,MN,55445,5082,276078,228813,5161
27,MN,55446,9587,1050751,831157,26644
27,MN,55447,10764,1009093,740028,29425
27,MN,55448,14314,780258,632420,14480
27,MN,55449,11685,941285,757004,22992
27,MN,55454,2415,53960,44236,3645
27,MN,55455,172,3230,2834,0.0001
27,MN,55603,241,9594,6784,352
27,MN,55604,1838,83947,49922,5654
27,MN,55605,354,10507,9130,123
27,MN,55606,145,6136,2337,212
27,MN,55612,300,12878,7030,572
27,MN,55613,103,4644,2214,149
27,MN,55614,1202,56890,40226,961
27,MN,55615,150,6552,3940,75
27,MN,55616,3331,155246,113580,4456
27,MN,55702,214,11483,9029,65
27,MN,55703,337,15847,11761,78
27,MN,55704,510,23499,17314,387
27,MN,55705,1480,67717,49086,1260
27,MN,55706,822,33615,23871,292
27,MN,55707,1423,68669,52748,1731
27,MN,55709,1794,82175,59008,1378
27,MN,55710,623,38733,26538,312
27,MN,55711,219,9825,7146,190
27,MN,55712,219,8000,5697,160
27,MN,55717,140,7260,5018,0.0001
27,MN,55718,1482,74997,55891,1644
27,MN,55719,2616,113224,84552,1740
27,MN,55720,7697,349181,265248,6210
27,MN,55721,1588,92551,61855,1973
27,MN,55723,1137,55994,34942,1280
27,MN,55724,330,15714,12020,378
27,MN,55726,413,18928,13556,534
27,MN,55731,2817,125372,72170,3765
27,MN,55732,713,31550,24318,146
27,MN,55733,2196,128437,102310,3700
27,MN,55734,3015,144862,106107,2377
27,MN,55735,763,32703,21172,772
27,MN,55736,699,26478,19838,669
27,MN,55738,262,11945,9655,69
27,MN,55741,1569,76052,54541,955
27,MN,55742,147,7164,5805,0.0001
27,MN,55744,9265,435473,294035,12744
27,MN,55746,7918,382633,275301,9163
27,MN,55748,630,23300,16952,445
27,MN,55749,181,8063,6256,14
27,MN,55750,929,42026,29425,143
27,MN,55751,718,33577,26062,405
27,MN,55752,217,8999,5562,85
27,MN,55756,179,7296,5570,24
27,MN,55757,378,13628,10425,316
27,MN,55760,1231,49778,25583,1635
27,MN,55763,263,12755,8602,144
27,MN,55765,349,14473,11288,2
27,MN,55767,1829,68886,46075,1680
27,MN,55768,1378,70677,53297,418
27,MN,55769,1026,45472,34669,508
27,MN,55771,753,29255,18764,662
27,MN,55775,589,32319,22242,269
27,MN,55779,1765,96909,73539,1804
27,MN,55780,129,5356,3951,0.0001
27,MN,55781,368,23943,14147,307
27,MN,55783,1059,47921,32509,1260
27,MN,55785,105,3176,2165,0.0001
27,MN,55787,246,9043,5838,171
27,MN,55790,956,50298,27108,1097
27,MN,55792,4742,209578,148752,2568
27,MN,55793,274,11538,8413,44
27,MN,55795,655,26520,18967,165
27,MN,55797,675,35603,27983,788
27,MN,55798,234,10345,7255,86
27,MN,55802,1117,73825,32981,1709
27,MN,55803,8468,576082,395407,18394
27,MN,55804,7207,509073,354646,16358
27,MN,55805,4149,123014,100015,3362
27,MN,55806,4254,141821,110458,3336
27,MN,55807,4691,171565,136616,2692
27,MN,55808,2614,97918,77575,1734
27,MN,55810,4185,208166,158565,3417
27,MN,55811,11938,701292,490719,18417
27,MN,55812,3420,211263,155839,4890
27,MN,55901,25990,1531298,1229227,33407
27,MN,55902,11152,1160846,884467,28248
27,MN,55904,12452,556043,452303,13611
27,MN,55906,8867,660877,501882,14212
27,MN,55909,660,35577,20419,842
27,MN,55910,691,31399,23753,745
27,MN,55912,13744,650688,478756,15975
27,MN,55917,1672,84682,57868,2168
27,MN,55918,490,21529,16010,171
27,MN,55919,478,23317,16651,442
27,MN,55920,3430,227008,182085,6918
27,MN,55921,2293,101646,72979,2081
27,MN,55922,267,10066,7041,553
27,MN,55923,2047,116505,87115,2476
27,MN,55924,644,32925,22077,577
27,MN,55925,543,28319,22033,549
27,MN,55926,385,19956,13090,55
27,MN,55927,1906,99873,73244,4131
27,MN,55929,552,27587,23401,286
27,MN,55931,179,8156,5253,53
27,MN,55932,969,55152,40104,902
27,MN,55933,95,5002,2918,0.0001
27,MN,55934,1635,89969,70721,2072
27,MN,55935,449,21715,14976,384
27,MN,55936,867,44380,31449,1100
27,MN,55939,815,34690,21349,1327
27,MN,55940,1234,63198,45063,1501
27,MN,55941,508,23212,18779,480
27,MN,55943,1462,67540,49451,1463
27,MN,55944,3294,178075,145206,4552
27,MN,55945,737,34904,24069,911
27,MN,55946,1572,77994,51994,2370
27,MN,55947,3673,218356,159734,5150
27,MN,55949,878,39124,26508,1372
27,MN,55951,712,34162,22123,655
27,MN,55952,1152,55779,41984,1185
27,MN,55953,407,18528,12928,345
27,MN,55954,660,24974,17122,474
27,MN,55955,1256,87893,71648,1000
27,MN,55956,929,49473,37645,1163
27,MN,55957,351,16895,12251,479
27,MN,55959,1044,48159,37530,816
27,MN,55960,1450,108594,86820,2698
27,MN,55961,178,8417,5194,96
27,MN,55962,336,15067,10022,256
27,MN,55963,2375,144253,113818,3222
27,MN,55964,2169,106477,77291,3927
27,MN,55965,1108,54691,35232,1095
27,MN,55967,432,24821,19057,423
27,MN,55969,534,26262,20237,886
27,MN,55970,440,21805,13662,290
27,MN,55971,1445,64659,48950,1966
27,MN,55972,2185,117461,87640,2703
27,MN,55973,136,6681,4747,79
27,MN,55974,987,39530,25008,2961
27,MN,55975,2045,107745,73595,2362
27,MN,55976,3617,192191,150818,5392
27,MN,55979,418,18165,12251,554
27,MN,55981,1986,99713,63342,4283
27,MN,55982,223,10351,7224,162
27,MN,55983,711,33350,25348,437
27,MN,55985,835,44667,30326,646
27,MN,55987,14714,775982,511639,18591
27,MN,55990,453,19404,14836,548
27,MN,55991,647,39087,26578,1073
27,MN,55992,2309,128543,97970,3165
27,MN,56001,19510,933398,672662,18863
27,MN,56003,7153,403701,296960,10841
27,MN,56007,10265,462759,314982,12435
27,MN,56009,770,37402,22987,1052
27,MN,56010,557,29010,16439,1711
27,MN,56011,4118,230422,184659,5093
27,MN,56013,2247,108484,63512,3269
27,MN,56014,352,17202,7497,373
27,MN,56016,506,22489,15709,517
27,MN,56017,795,45763,31158,705
27,MN,56019,433,20305,10872,564
27,MN,56021,539,28157,20861,468
27,MN,56023,243,9385,5604,299
27,MN,56024,1347,67611,56331,1677
27,MN,56025,272,13528,7714,238
27,MN,56026,931,45181,31889,1431
27,MN,56027,378,15417,8644,273
27,MN,56028,650,37675,23445,538
27,MN,56029,322,15559,9807,345
27,MN,56031,6193,301863,189793,7934
27,MN,56033,177,9635,3882,109
27,MN,56034,275,13273,8198,264
27,MN,56036,925,43510,28670,653
27,MN,56037,791,41033,27365,831
27,MN,56039,496,23322,14907,479
27,MN,56041,576,27728,17255,714
27,MN,56042,328,16285,9902,489
27,MN,56043,265,15160,9084,76
27,MN,56044,1016,51731,38206,1113
27,MN,56045,358,20950,13469,495
27,MN,56048,1878,92006,68026,1263
27,MN,56050,749,37420,27764,297
27,MN,56051,327,13521,7401,399
27,MN,56052,361,15806,11929,154
27,MN,56054,477,21953,14396,505
27,MN,56055,1856,99855,68265,2754
27,MN,56057,1738,86143,64867,1897
27,MN,56058,2985,142417,102606,3208
27,MN,56060,236,10650,6505,53
27,MN,56062,1509,70340,45012,1852
27,MN,56063,1350,107538,64802,2331
27,MN,56065,1322,61217,40458,2140
27,MN,56068,512,25981,15739,671
27,MN,56069,2200,100278,78887,2980
27,MN,56071,5394,323271,251026,9288
27,MN,56072,1127,60239,36346,1394
27,MN,56073,8499,419429,280757,10607
27,MN,56074,998,54640,35031,1313
27,MN,56078,242,10530,8415,147
27,MN,56081,2893,127689,82692,3987
27,MN,56082,5371,290883,193785,6077
27,MN,56083,444,20743,10913,473
27,MN,56085,2744,138806,85897,4333
27,MN,56087,1514,71137,42970,2448
27,MN,56088,982,45448,26328,1704
27,MN,56090,309,15359,9130,347
27,MN,56091,172,8057,4889,86
27,MN,56093,5803,266460,196717,8481
27,MN,56096,1448,68790,48169,1371
27,MN,56097,1760,74634,46153,2347
27,MN,56098,999,41626,26399,1992
27,MN,56101,3027,135420,87330,3881
27,MN,56110,901,43636,25875,1670
27,MN,56111,217,12898,6501,467
27,MN,56113,121,4846,3042,0.0001
27,MN,56114,174,7398,4519,115
27,MN,56115,647,31832,19296,550
27,MN,56116,254,14786,9278,115
27,MN,56117,182,8538,5947,42
27,MN,56118,218,12440,6634,84
27,MN,56119,509,25782,14894,618
27,MN,56120,502,23349,13029,651
27,MN,56121,310,12632,8149,181
27,MN,56122,261,12642,6443,247
27,MN,56123,274,14006,6058,380
27,MN,56127,188,8382,4682,73
27,MN,56128,899,47941,24909,2738
27,MN,56129,354,16882,8753,537
27,MN,56131,1179,56202,31496,1379
27,MN,56132,265,16382,7605,409
27,MN,56134,202,8687,4876,144
27,MN,56136,492,21241,11570,363
27,MN,56137,544,25993,14695,721
27,MN,56138,406,19520,12418,496
27,MN,56139,205,8470,4739,229
27,MN,56141,166,9252,4117,22
27,MN,56142,492,19630,11233,573
27,MN,56143,2299,114197,71272,4078
27,MN,56144,514,22560,14114,575
27,MN,56145,291,13833,7620,262
27,MN,56149,559,25952,15576,529
27,MN,56150,1438,64035,38703,2411
27,MN,56151,416,20438,10202,722
27,MN,56152,700,35618,16888,1007
27,MN,56155,220,11209,5374,287
27,MN,56156,2758,141579,88241,5969
27,MN,56157,346,23482,16004,349
27,MN,56158,177,7917,4416,181
27,MN,56159,1234,59218,33775,1146
27,MN,56161,222,9747,6078,138
27,MN,56162,133,6521,3821,93
27,MN,56164,2743,124240,76731,5151
27,MN,56165,171,8845,4893,97
27,MN,56167,317,15282,9103,230
27,MN,56168,477,19685,10278,809
27,MN,56169,338,16735,12269,309
27,MN,56170,266,11288,7276,583
27,MN,56171,837,43123,25873,805
27,MN,56172,1509,79132,45073,2535
27,MN,56173,180,7861,4704,73
27,MN,56174,203,8676,4701,172
27,MN,56175,1400,67744,38987,2016
27,MN,56176,546,29173,15829,771
27,MN,56178,818,41036,24672,1568
27,MN,56180,619,28080,14071,439
27,MN,56181,555,26070,16279,498
27,MN,56183,622,28846,14461,699
27,MN,56185,272,12286,7332,350
27,MN,56186,172,7544,4057,171
27,MN,56187,6527,284954,200931,8569
27,MN,56201,11047,545875,364713,12323
27,MN,56207,127,6145,3614,7
27,MN,56208,959,42559,22307,848
27,MN,56209,1171,61734,37189,1551
27,MN,56211,219,13643,4928,101
27,MN,56212,238,10520,5184,253
27,MN,56214,356,16568,7635,481
27,MN,56215,2226,110485,73418,3124
27,MN,56216,352,16121,10762,379
27,MN,56218,294,14929,6976,311
27,MN,56219,322,11514,6762,330
27,MN,56220,1387,65581,38424,2115
27,MN,56221,399,22603,10602,414
27,MN,56222,964,49496,28784,1129
27,MN,56223,635,35353,19346,627
27,MN,56224,161,8663,4543,0.0001
27,MN,56225,377,15844,9361,417
27,MN,56226,124,5788,4409,0.0001
27,MN,56227,102,4438,2561,0.0001
27,MN,56228,433,18821,12395,313
27,MN,56229,908,49541,31475,2243
27,MN,56230,394,19024,12944,521
27,MN,56231,192,10460,6508,87
27,MN,56232,1096,57748,32741,2303
27,MN,56235,284,14273,8543,446
27,MN,56236,178,12885,4661,107
27,MN,56237,299,13924,7086,408
27,MN,56239,297,14843,10466,132
27,MN,56240,440,20025,11975,420
27,MN,56241,2145,101505,62692,1838
27,MN,56243,743,34820,22050,638
27,MN,56244,709,47766,25394,578
27,MN,56245,244,12465,7623,78
27,MN,56248,381,20896,9746,126
27,MN,56249,165,8575,3651,0.0001
27,MN,56251,483,21928,16773,501
27,MN,56252,569,26028,16935,752
27,MN,56253,500,24364,13136,571
27,MN,56255,186,10431,5571,21
27,MN,56256,1288,65267,31438,2426
27,MN,56257,242,11060,4982,201
27,MN,56258,7065,362259,251489,10995
27,MN,56260,440,22357,12932,372
27,MN,56262,356,18773,9501,543
27,MN,56263,271,15556,7874,157
27,MN,56264,1000,47095,29896,1123
27,MN,56265,3796,184000,122097,4809
27,MN,56266,731,37260,20727,715
27,MN,56267,2849,159753,96006,3660
27,MN,56270,760,31271,12184,310
27,MN,56271,628,31859,18609,517
27,MN,56273,2293,115270,82380,3625
27,MN,56276,130,5264,3008,0.0001
27,MN,56277,1494,75705,48381,2378
27,MN,56278,1232,55078,33834,817
27,MN,56279,562,28275,19166,610
27,MN,56280,258,11415,6796,208
27,MN,56281,288,20671,11277,371
27,MN,56282,703,33111,20933,918
27,MN,56283,3388,173094,98025,4970
27,MN,56284,957,48234,28564,1070
27,MN,56285,565,28065,17040,723
27,MN,56288,2359,176431,99354,4226
27,MN,56289,353,15744,10673,484
27,MN,56291,232,9943,6395,162
27,MN,56292,280,14032,7518,265
27,MN,56293,603,31533,17420,658
27,MN,56295,156,6319,4096,101
27,MN,56296,951,47951,25261,1730
27,MN,56297,419,19128,12329,678
27,MN,56301,12647,766721,505393,20669
27,MN,56303,12561,557739,421749,13912
27,MN,56304,6772,291026,210556,8445
27,MN,56307,2255,121849,88613,2359
27,MN,56308,11933,686854,431685,26109
27,MN,56309,587,31611,19184,515
27,MN,56310,2465,171715,109012,3009
27,MN,56311,313,14737,7874,362
27,MN,56312,1060,47000,32363,1125
27,MN,56314,544,22701,18249,342
27,MN,56315,769,38690,24793,1262
27,MN,56316,652,27455,18457,666
27,MN,56318,524,23170,16224,821
27,MN,56319,666,33157,25055,729
27,MN,56320,3722,203426,154579,4066
27,MN,56323,256,10691,6701,321
27,MN,56324,521,28048,18165,614
27,MN,56326,680,31605,19653,932
27,MN,56327,376,19679,12552,791
27,MN,56329,3126,144366,116774,4840
27,MN,56330,767,32455,26701,627
27,MN,56331,979,46821,32907,1044
27,MN,56332,676,33080,22512,1631
27,MN,56334,2719,138549,87561,3906
27,MN,56336,733,35169,23069,774
27,MN,56338,736,30354,23355,651
27,MN,56339,554,21651,15117,673
27,MN,56340,1047,48915,40537,923
27,MN,56342,1383,62539,34886,2099
27,MN,56343,427,19507,13012,450
27,MN,56345,6810,291248,215773,6782
27,MN,56347,3019,118026,90184,4479
27,MN,56349,385,20150,12399,466
27,MN,56350,224,7559,5137,248
27,MN,56352,2617,114818,84967,2861
27,MN,56353,3945,172467,128240,4928
27,MN,56354,650,31043,20191,881
27,MN,56355,296,13149,9674,364
27,MN,56357,468,21900,17423,513
27,MN,56358,1426,56264,42777,1248
27,MN,56359,1533,58946,39725,1072
27,MN,56360,1765,72694,48735,2616
27,MN,56361,1122,43170,29694,1178
27,MN,56362,2757,134951,87485,3731
27,MN,56364,2264,95796,70148,3742
27,MN,56367,3183,179912,133820,4789
27,MN,56368,1997,103432,78645,2066
27,MN,56373,1350,63019,49381,1614
27,MN,56374,3745,194690,153380,5546
27,MN,56375,383,20767,16736,257
27,MN,56377,8161,555574,432327,13361
27,MN,56378,3706,170626,110585,5322
27,MN,56379,7700,387393,307693,10337
27,MN,56381,1185,61111,35380,1434
27,MN,56382,684,26771,20361,1042
27,MN,56384,175,6319,4610,153
27,MN,56385,449,20427,13278,523
27,MN,56386,313,11582,6949,133
27,MN,56387,3337,118307,82855,2709
27,MN,56401,13428,614942,415747,16138
27,MN,56425,3656,196794,143072,5834
27,MN,56431,3985,181439,106167,5220
27,MN,56433,688,24948,15512,738
27,MN,56435,1040,39732,22828,1321
27,MN,56437,494,16510,12948,628
27,MN,56438,1336,51553,39395,1296
27,MN,56440,525,17847,13923,285
27,MN,56441,1486,57779,38572,1260
27,MN,56442,1320,84208,38032,2791
27,MN,56443,668,32409,21074,624
27,MN,56444,1446,84900,47926,2082
27,MN,56446,679,23889,18352,638
27,MN,56447,481,19853,10395,663
27,MN,56448,208,9721,3619,264
27,MN,56449,720,33814,25809,905
27,MN,56450,573,22982,12910,299
27,MN,56452,960,44724,19191,2354
27,MN,56453,346,11772,9938,201
27,MN,56455,719,28433,21767,922
27,MN,56458,173,7263,5255,26
27,MN,56461,1321,57885,41147,1332
27,MN,56464,1766,69132,47982,2986
27,MN,56465,1050,56261,33929,1345
27,MN,56466,1437,58665,40302,1859
27,MN,56467,1088,52542,27525,749
27,MN,56468,2194,152009,77610,5667
27,MN,56469,447,17832,10428,482
27,MN,56470,4693,212603,130542,6958
27,MN,56472,3469,171082,107554,5704
27,MN,56473,1513,65984,48513,2142
27,MN,56474,1864,74848,45984,2513
27,MN,56475,691,27412,20349,675
27,MN,56477,1091,38271,28700,882
27,MN,56479,2124,86128,65290,2252
27,MN,56481,911,33227,24451,1523
27,MN,56482,2888,121439,82335,4459
27,MN,56484,1840,96832,48572,2431
27,MN,56501,7658,377143,250201,13868
27,MN,56510,1074,55715,29887,1793
27,MN,56511,877,44516,30783,695
27,MN,56514,1684,91580,67224,2717
27,MN,56515,1478,83405,40033,3190
27,MN,56516,128,5065,2586,159
27,MN,56517,117,5767,3036,45
27,MN,56518,154,5163,4220,185
27,MN,56519,126,5834,3201,36
27,MN,56520,1889,112769,59820,2463
27,MN,56521,354,13509,9060,400
27,MN,56522,261,14311,7576,179
27,MN,56523,251,11924,7002,87
27,MN,56524,333,15126,8144,662
27,MN,56527,384,13199,9604,623
27,MN,56528,784,37148,21387,886
27,MN,56529,1929,90183,73139,2404
27,MN,56531,981,48450,28130,2201
27,MN,56533,160,6946,5539,39
27,MN,56534,597,27357,19134,1121
27,MN,56535,534,28380,16442,825
27,MN,56536,235,13848,7284,172
27,MN,56537,9224,445333,297457,14362
27,MN,56540,865,42202,26649,2263
27,MN,56542,1253,53989,37279,1844
27,MN,56543,137,7832,3789,0.0001
27,MN,56544,2246,94635,69780,3295
27,MN,56545,324,15169,8776,249
27,MN,56546,143,8183,4405,0.0001
27,MN,56547,1195,70396,51945,1344
27,MN,56548,314,17299,9648,368
27,MN,56549,2146,126562,88657,2830
27,MN,56550,201,8575,5673,113
27,MN,56551,951,38554,23923,1531
27,MN,56552,208,9635,6282,58
27,MN,56553,142,7593,4618,72
27,MN,56554,1277,69827,46263,2030
27,MN,56556,536,22741,14168,926
27,MN,56557,1267,49067,32498,1207
27,MN,56560,17464,841474,633696,23209
27,MN,56566,221,6504,4968,91
27,MN,56567,1486,60529,44762,2575
27,MN,56569,537,20476,14091,725
27,MN,56570,549,22988,14700,944
27,MN,56571,855,42133,24503,1116
27,MN,56572,2703,133073,86488,5901
27,MN,56573,3011,150248,102592,4147
27,MN,56574,124,5751,3482,0.0001
27,MN,56575,275,10060,5875,474
27,MN,56576,417,19121,10507,722
27,MN,56578,421,20389,12420,1095
27,MN,56579,546,26468,16529,793
27,MN,56580,542,30978,23237,603
27,MN,56581,130,4673,2293,115
27,MN,56584,637,26647,17228,540
27,MN,56585,474,27238,14282,263
27,MN,56586,904,43298,27566,1673
27,MN,56587,788,39647,22607,1323
27,MN,56588,258,11091,5284,441
27,MN,56589,812,32294,20608,1689
27,MN,56590,180,11277,4536,274
27,MN,56592,221,7995,4970,297
27,MN,56594,213,12957,6663,211
27,MN,56601,13542,648395,459802,19248
27,MN,56621,1913,77837,57870,2415
27,MN,56623,1415,60570,40799,1320
27,MN,56626,168,4838,3319,190
27,MN,56627,139,4640,3061,53
27,MN,56628,676,31581,18322,1037
27,MN,56630,1047,36877,25219,1869
27,MN,56633,1966,62419,44277,1733
27,MN,56634,665,29838,21462,724
27,MN,56636,2269,87618,60917,2553
27,MN,56637,108,3380,2369,0.0001
27,MN,56639,200,7364,4726,30
27,MN,56641,128,3796,2108,135
27,MN,56644,353,16365,10468,628
27,MN,56646,155,6438,5058,183
27,MN,56647,305,12150,9015,406
27,MN,56649,4567,205976,153892,4196
27,MN,56650,331,10570,7489,376
27,MN,56651,225,8052,5919,109
27,MN,56652,250,10824,7582,279
27,MN,56653,586,26215,20325,854
27,MN,56655,715,31542,12644,1621
27,MN,56657,173,8371,3533,71
27,MN,56660,116,3855,2637,79
27,MN,56661,378,14228,9190,775
27,MN,56662,260,11310,4315,323
27,MN,56667,292,12822,9868,267
27,MN,56669,166,6967,4500,222
27,MN,56672,858,37136,19528,758
27,MN,56673,319,11921,10163,59
27,MN,56676,753,32114,22931,616
27,MN,56678,556,25194,19488,434
27,MN,56681,127,3822,2136,38
27,MN,56683,308,13699,9291,180
27,MN,56684,181,7089,4706,132
27,MN,56686,446,17037,11633,325
27,MN,56701,6341,311486,223355,7135
27,MN,56710,246,11774,7591,97
27,MN,56713,499,30574,14917,272
27,MN,56714,574,24059,17756,149
27,MN,56715,171,8008,5544,156
27,MN,56716,4167,184873,126733,4359
27,MN,56721,4893,254369,187447,5687
27,MN,56722,177,8426,5258,164
27,MN,56723,493,33096,19698,533
27,MN,56725,446,18166,11901,205
27,MN,56726,745,29743,21700,638
27,MN,56727,372,14403,10894,165
27,MN,56728,686,39953,20578,1145
27,MN,56732,546,21890,15683,701
27,MN,56733,212,10907,5489,121
27,MN,56734,206,7238,5161,171
27,MN,56735,349,14172,9676,398
27,MN,56736,447,26323,16221,715
27,MN,56737,407,17211,12386,83
27,MN,56738,621,28577,22769,416
27,MN,56742,350,13921,9983,423
27,MN,56744,238,12824,7588,124
27,MN,56748,281,11913,8860,226
27,MN,56750,1224,55699,40676,1063
27,MN,56751,2798,147652,111923,2038
27,MN,56754,243,10947,9420,106
27,MN,56756,357,14514,12350,337
27,MN,56757,459,22141,12291,317
27,MN,56758,199,7810,5945,18
27,MN,56759,156,5885,4933,82
27,MN,56760,192,7958,6049,140
27,MN,56761,239,9366,8050,36
27,MN,56762,1231,71468,39200,968
27,MN,56763,2493,121846,87493,1038
27,MN,99999,16684,1052591,654817,10670
28,MS,0,1265859,53650449,39711414,1924457
28,MS,38601,1092,33916,25261,1206
28,MS,38603,1189,38734,28894,1234
28,MS,38606,6743,283182,194307,12394
28,MS,38610,1331,47168,37547,880
28,MS,38611,7394,266762,212372,9274
28,MS,38614,8586,303117,203427,13119
28,MS,38617,264,6533,4961,248
28,MS,38618,4950,190267,150404,6027
28,MS,38619,2116,61485,48843,1855
28,MS,38620,1379,43688,37009,1101
28,MS,38621,669,15765,12904,349
28,MS,38625,356,12712,10787,291
28,MS,38626,489,19097,12320,301
28,MS,38627,453,18032,13520,1039
28,MS,38629,714,25833,21234,641
28,MS,38632,10973,650759,496882,24125
28,MS,38633,906,29847,23146,1421
28,MS,38635,6057,189799,149655,6222
28,MS,38637,12022,405529,354975,6600
28,MS,38641,1035,49019,36194,1857
28,MS,38642,1078,33421,26494,913
28,MS,38643,879,21098,16301,624
28,MS,38645,650,28006,18195,1177
28,MS,38646,1353,45946,31012,935
28,MS,38647,462,12232,9866,280
28,MS,38650,1461,54104,39650,2082
28,MS,38651,3400,185997,143412,6864
28,MS,38652,7142,292532,219307,12403
28,MS,38654,21589,1242744,983460,43659
28,MS,38655,14822,846262,534925,42557
28,MS,38658,966,33976,26578,902
28,MS,38659,1102,39629,31899,1108
28,MS,38661,734,28038,21827,1026
28,MS,38663,4945,182067,140221,6589
28,MS,38664,1421,40849,30690,441
28,MS,38665,938,32127,27247,768
28,MS,38666,2769,99404,64092,2862
28,MS,38668,5718,245963,187582,9375
28,MS,38670,540,11590,9353,74
28,MS,38671,16771,648024,534868,17798
28,MS,38672,4893,325030,274390,9149
28,MS,38673,454,16455,12947,440
28,MS,38674,391,13155,10849,229
28,MS,38676,3012,89160,66499,3211
28,MS,38680,2789,114698,94042,2602
28,MS,38683,1759,56988,46335,2142
28,MS,38685,557,17196,14190,522
28,MS,38701,9555,343985,252175,19369
28,MS,38703,5410,150410,115455,4614
28,MS,38720,244,6932,5636,297
28,MS,38721,501,15863,10297,667
28,MS,38725,367,14341,8280,252
28,MS,38726,179,5372,3917,0.0001
